Woord;Horen;Zien;Ruiken;Proeven;Voelen;Sensaties;Modality;ModalityExclusivity;MaxPercStrength;AvModalityStrength;Minkowski3;Concreteness;ConcretenessCategory;Imageability;ImageabilityCategory;SourceImageability;Frequency;Prevalence;Length;Nsyl;N_phonemes;PoS;OLD20;DLP_RT;DLP_Acc;DCP_RT;DCP_Acc
luchtig;1,83;1,83;0,42;0,75;0,75;0,33;Joint;0,253521127;1,83;0,99;2,367929796;2,466666667;low;3,95;low;de Deyne et al. 2019;56;2,829986872;7;2;6;ADJ;1,7;570,35;0,95;978,61;1
luchtje;0,45;0,55;3,09;0,36;0,18;0,82;Ruiken;0,533333333;3,09;0,91;3,120559785;2,933333333;low;#N/B;#N/B;#N/B;263;2,575544581;7;2;6;N;1,8;529,87;0,975;1030,53;1
luchtkasteel;1,40;3,40;0,10;0,00;2,20;0,30;Zien;0,459459459;3,4;1,23;3,749754058;3,6;high;#N/B;#N/B;#N/B;2;2,559237827;12;3;10;N;3,9;553,27;0,975609756;1029,01;0,99
luchtkoker;1,45;3,09;0,64;0,00;1,82;0,18;Zien;0,430379747;3,09;1,20;3,387767236;4,333333333;high;#N/B;#N/B;#N/B;17;2,670923704;10;3;9;N;2,7;611,32;0,975;1093,66;0,99
luchtledig;0,09;1,27;0,00;0,00;0,55;0,64;Zien;0,5;1,27;0,42;1,354006225;2,533333333;low;#N/B;#N/B;#N/B;4;2,109905696;10;3;9;ADJ;2,85;592,59;0,925;1044,82;0,96
luchtledige;0,00;0,55;0,00;0,00;0,09;0,45;Zien;0,5;0,55;0,18;0,635744605;2,266666667;low;#N/B;#N/B;#N/B;10;2,129022998;11;4;10;N;3,2;649,42;0,825;1281,54;0,98
luchtmacht;1,92;3,17;0,42;0,42;0,33;0,17;Zien;0,467532468;3,17;1,07;3,390691383;2,666666667;low;#N/B;#N/B;#N/B;365;2,863087682;10;2;8;N;2,9;560,04;0,975;986,96;1
luchtmachtbasis;1,50;3,75;0,00;0,00;0,08;0,33;Zien;0,661764706;3,75;0,94;3,82920686;3,666666667;high;#N/B;#N/B;#N/B;62;2,666034263;15;4;13;N;6,1;755,21;0,85;1424,94;0,99
luchtmatras;0,27;3,91;0,18;0,00;3,09;0,18;Zien;0,511904762;3,91;1,27;4,469702135;4,933333333;high;#N/B;#N/B;#N/B;0;2,610078178;11;3;10;N;3,95;570,98;1;1188,48;0,99
luchtpijp;1,00;1,33;0,00;0,33;0,42;1,17;Zien;0,31372549;1,33;0,71;1,717660007;4,333333333;high;#N/B;#N/B;#N/B;55;3,171649748;9;2;7;N;3,1;551,28;0,975;1034,38;1
luchtpost;0,62;2,15;0,08;0,08;0,54;0,08;Zien;0,586956522;2,15;0,59;2,181549522;3,2;high;#N/B;#N/B;#N/B;7;2,191073418;9;2;8;N;2,65;577,96;0,975;1088,58;0,99
luchtruim;0,60;2,70;0,20;0,00;0,00;0,00;Zien;0,771428571;2,7;0,58;2,710203731;3,133333333;high;#N/B;#N/B;#N/B;98;2,905250666;9;2;7;N;3;603,05;0,926829268;1073,58;0,99
luchtstroom;1,80;1,00;0,20;0,00;1,40;1,20;Horen;0,321428571;1,8;0,93;2,244811088;3,333333333;high;#N/B;#N/B;#N/B;30;2,897174454;11;2;9;N;3,3;581,80;1;1048,36;0,99
luchtvaart;3,00;3,80;0,60;0,00;0,40;0,40;Zien;0,463414634;3,8;1,37;4,348292808;3;high;#N/B;#N/B;#N/B;51;2,723131409;10;2;8;N;3,1;530,61;0,975609756;1004,69;1
luchtweg;0,70;1,30;0,00;0,20;0,40;0,50;Zien;0,419354839;1,3;0,52;1,39880851;3,615384615;high;#N/B;#N/B;#N/B;7;2,018741416;8;2;7;N;2,15;537,66;0,975609756;1063,78;0,98
luchtwegen;1,50;2,50;0,90;0,20;0,50;2,00;Zien;0,302631579;2,5;1,27;3,031592072;3,933333333;high;#N/B;#N/B;#N/B;29;3,170609588;10;3;8;N;2,75;533,72;0,975609756;1012,51;1
luchtzak;0,70;1,90;0,00;0,00;1,30;0,50;Zien;0,431818182;1,9;0,73;2,119693797;3,571428571;high;#N/B;#N/B;#N/B;21;2,329980763;8;2;7;N;2,65;552,36;0,951219512;1153,75;0,98
lucifer;0,77;4,46;1,92;0,00;3,00;0,00;Zien;0,439393939;4,46;1,69;4,978245648;4,866666667;high;6,8;high;van Loon;282;2,49950637;7;3;7;N;2,55;547,63;1;1054,96;0,99
lucratief;0,45;1,36;0,00;0,00;0,00;0,36;Zien;0,625;1,36;0,36;1,38863001;1,461538462;low;#N/B;#N/B;#N/B;50;2,150304294;9;3;8;ADJ;2,75;569,25;0,925;1120,69;0,98
ludiek;1,90;1,70;0,00;0,00;0,00;1,80;Horen;0,351851852;1,9;0,90;2,601379938;1,785714286;low;#N/B;#N/B;#N/B;0;2,27750277;6;2;5;N;2,05;564,04;0,829268293;1074,5;0,97
lui;1,00;2,46;0,08;0,00;0,54;2,62;Sensaties;0,390804598;2,62;1,12;3,238382534;2,066666667;low;5,45;high;de Deyne et al. 2019;2085;2,694395855;3;1;2;ADJ;1;547,44;1;923,97;1
luiaard;0,55;2,45;0,18;0,18;0,36;0,91;Zien;0,490196078;2,45;0,77;2,507276571;4,4;high;#N/B;#N/B;#N/B;36;3,146510598;7;2;6;N;2,45;522,19;0,975609756;1033,51;1
luid;4,50;0,20;0,00;0,00;0,00;1,00;Horen;0,789473684;4,5;0,95;4,516531785;3,533333333;high;6,05;high;de Deyne et al. 2019;397;2,995428195;4;1;3;ADJ;1,35;487,55;0,975609756;972,96;1
luiden;4,08;0,92;0,00;0,00;1,17;0,17;Horen;0,644736842;4,08;1,06;4,130034439;3,2;high;5,67;high;van Loon;159;2,439218104;6;2;4;WW;1;550,52;0,925;1074,54;0,99
luidkeels;3,54;0,85;0,00;0,00;0,00;0,92;Horen;0,666666667;3,54;0,88;3,575147869;3,533333333;high;#N/B;#N/B;#N/B;11;2,461348547;9;2;7;ADJ;3,65;618,76;0,902439024;1106,88;1
luidop;4,50;0,30;0,00;0,00;0,00;0,10;Horen;0,918367347;4,5;0,82;4,500460858;3,466666667;high;#N/B;#N/B;#N/B;26;2,471445837;6;2;5;Function;2,35;592,52;0,902439024;1228,53;0,78
luidruchtig;4,23;0,85;0,00;0,00;0,00;0,38;Horen;0,774647887;4,23;0,91;4,243075001;3,133333333;high;#N/B;#N/B;#N/B;119;2,665336599;11;3;9;ADJ;3,55;539,94;0,951219512;1104,54;1
luidspreker;4,17;3,08;0,25;0,00;1,58;0,67;Horen;0,427350427;4,17;1,63;4,73161561;4,4;high;#N/B;#N/B;#N/B;77;2,572550556;11;3;10;N;3,3;521,21;1;1022,53;1
luier;0,42;3,50;2,50;0,25;2,08;0,58;Zien;0,348214286;3,5;1,56;4,078224904;4,733333333;high;6,63;high;van Loon;162;2,800275994;5;2;5;N;1,35;538,30;0,951219512;1018,73;0,99
luieren;0,45;3,09;0,00;0,00;0,91;0,91;Zien;0,576271186;3,09;0,89;3,145638404;3,133333333;high;#N/B;#N/B;#N/B;33;2,372069999;7;3;6;WW;1,65;535,50;1;998,56;0,99
luierik;1,75;2,92;0,08;0,00;0,42;0,33;Zien;0,53030303;2,92;0,92;3,116912421;2,533333333;low;#N/B;#N/B;#N/B;0;2,090607934;7;3;7;N;2,45;563,02;0,951219512;1255,14;0,91
luieriken;1,00;3,80;0,00;0,00;0,30;0,80;Zien;0,644067797;3,8;0,98;3,83519926;2,933333333;low;#N/B;#N/B;#N/B;0;1,415281193;9;4;8;WW;2,5;609,76;0,926829268;1702,92;0,83
luiheid;1,42;2,25;0,00;0,00;0,25;2,50;Sensaties;0,38961039;2,5;1,07;3,102890862;2,066666667;low;#N/B;#N/B;#N/B;38;2,889915331;7;2;5;N;1,95;535,24;1;1004,95;1
luik;0,42;3,00;0,00;0,00;1,83;0,00;Zien;0,571428571;3;0,88;3,215110018;4,666666667;high;6,03;high;van Loon;292;2,650008315;4;1;3;N;1,1;527,05;0,951219512;1056,27;1
luilak;0,92;2,50;0,00;0,00;0,00;0,83;Zien;0,588235294;2,5;0,71;2,56996797;2,866666667;low;5,03;high;van Loon;43;2,844793724;6;2;5;N;2,3;612,78;0,9;1085,03;0,99
luipaard;1,10;3,40;0,20;0,00;0,70;0,30;Zien;0,596491228;3,4;0,95;3,448581648;4,866666667;high;6,03;high;van Loon;87;2,983981215;8;2;6;N;2,65;511,36;0,975609756;997,63;0,99
luis;0,36;2,27;0,00;0,00;1,00;0,18;Zien;0,595238095;2,27;0,64;2,338811364;4,733333333;high;3,911764706;low;de Deyne et al. 2008;255;2,366355242;4;1;3;N;1;541,53;0,926829268;1078,51;0,99
luister;2,82;0,64;0,00;0,00;0,00;0,18;Horen;0,775;2,82;0,61;2,829206649;2,857142857;low;#N/B;#N/B;#N/B;23417;2,799373216;7;2;6;N;1,65;487,03;0,975609756;979,33;1
luisteraar;2,40;2,40;0,00;0,00;0,70;0,60;Joint;0,393442623;2,4;1,02;3,04405363;3,333333333;high;#N/B;#N/B;#N/B;26;2,357469699;10;3;8;N;2,65;570,46;0,951219512;1126,34;0,99
luisteren;4,00;1,90;0,00;0,00;0,00;0,30;Horen;0,64516129;4;1,03;4,13860035;3,2;high;5,7;high;van Loon;4347;3,16307533;9;3;7;WW;1,75;502,55;1;989,35;1
luisterrijk;2,60;1,60;0,00;0,00;0,20;0,60;Horen;0,52;2,6;0,83;2,79761702;1,769230769;low;#N/B;#N/B;#N/B;5;1,30812911;11;3;8;ADJ;3,1;627,15;0,829268293;1312,56;0,89
luistervink;2,64;1,91;0,00;0,00;0,00;0,27;Horen;0,547169811;2,64;0,80;2,935745793;2,266666667;low;#N/B;#N/B;#N/B;11;2,50697871;11;3;10;N;2,95;643,21;0,925;1107,21;0,98
luitenant;1,64;3,00;0,00;0,00;0,55;0,00;Zien;0,578947368;3;0,86;3,159647984;3,6;high;#N/B;#N/B;#N/B;2632;2,355584304;9;3;8;N;2,8;550,37;0,975609756;1152,81;1
luizen;0,00;3,50;0,00;0,00;2,40;1,00;Zien;0,507246377;3,5;1,15;3,864168852;4,6;high;#N/B;#N/B;#N/B;267;2,342834194;6;2;4;WW;1,15;509,80;0,975609756;1022,46;0,99
luizenleven;0,54;2,46;0,08;0,00;0,23;1,00;Zien;0,571428571;2,46;0,72;2,52423108;1,666666667;low;#N/B;#N/B;#N/B;5;1,544207713;11;4;8;N;3,85;641,91;0,87804878;1324,24;0,97
luizig;0,33;1,67;0,00;0,08;0,75;1,00;Zien;0,434782609;1,67;0,64;1,826073216;2,583333333;low;#N/B;#N/B;#N/B;4;1,333693128;6;2;5;ADJ;1,85;591,70;0,951219512;1187,01;0,9
lukken;0,08;1,58;0,00;0,00;0,17;1,08;Zien;0,542857143;1,58;0,49;1,737566188;1,928571429;low;3,3;low;van Loon;1715;2,724984921;6;2;4;WW;1,15;505,79;0,975609756;955,46;1
lukraak;0,70;2,00;0,00;0,00;0,60;1,30;Zien;0,434782609;2;0,77;2,20741301;1,4;low;#N/B;#N/B;#N/B;17;2,167960145;7;2;6;ADJ;2,7;577,64;0,902439024;1192,68;0,97
lul;0,00;3,80;0,70;0,90;3,50;1,40;Zien;0,368932039;3,8;1,72;4,665646602;4,466666667;high;#N/B;#N/B;#N/B;3750;2,233464612;3;1;3;N;1;535,38;0,975;1038,21;0,99
lulkoek;3,08;1,08;0,08;0,00;0,15;1,00;Horen;0,571428571;3,08;0,90;3,154288441;2,142857143;low;#N/B;#N/B;#N/B;171;1,874413117;7;2;6;N;2,85;595,90;0,9;1137,55;0,97
lullen;3,67;1,17;0,00;0,00;0,00;0,58;Horen;0,676923077;3,67;0,90;3,710434501;2,4;low;#N/B;#N/B;#N/B;296;2,107213777;6;2;4;WW;1,1;578,75;0,926829268;1097,84;0,99
lullig;2,25;1,42;0,00;0,00;0,00;1,83;Horen;0,409090909;2,25;0,92;2,732208374;1,733333333;low;#N/B;#N/B;#N/B;342;1,927032031;6;2;5;ADJ;1,7;526,86;0,926829268;1025,07;0,98
lumineus;1,36;2,00;0,82;0,45;0,27;1,64;Zien;0,263888889;2;1,09;2,497558347;1,8;low;#N/B;#N/B;#N/B;5;2,161415986;8;3;7;ADJ;2,55;606,55;0,87804878;1241,05;0,97
lummel;1,60;2,90;0,00;0,00;0,10;0,70;Zien;0,547169811;2,9;0,88;3,066266226;2,357142857;low;3,4;low;van Loon;51;1,85226191;6;2;5;N;1,6;573,39;0,75;1124,45;0,97
lummelen;1,90;3,10;0,00;0,00;0,10;0,70;Zien;0,534482759;3,1;0,97;3,332041722;2,538461538;low;#N/B;#N/B;#N/B;41;1,687721162;8;3;6;WW;1,85;608,32;0,85;1129,18;0,97
lunapark;3,58;4,08;0,25;0,00;0,75;1,25;Zien;0,411764706;4,08;1,65;4,883793918;4,066666667;high;#N/B;#N/B;#N/B;0;2,37346185;8;3;8;N;3,65;679,54;0,875;1203,65;0,89
lunch;0,08;3,33;3,33;4,33;2,50;0,42;Proeven;0,303571429;4,33;2,33;5,552038978;4;high;5,5;high;van Loon;1855;2,450677629;5;1;4;N;1,85;500,43;1;973,32;0,99
lunchbox;0,23;3,46;2,69;2,31;3,00;0,62;Zien;0,2625;3,46;2,05;4,649729547;4,266666667;high;#N/B;#N/B;#N/B;4;2,23397731;8;2;8;N;3,5;545,96;0,95;1130,95;0,99
lunchen;0,80;2,50;2,10;4,20;0,80;0,60;Proeven;0,327272727;4,2;1,83;4,644897475;3,333333333;high;#N/B;#N/B;#N/B;1092;2,288159572;7;2;5;WW;1,8;515,23;0,951219512;1004,69;0,98
lunchpauze;0,50;2,30;1,20;2,60;0,30;0,10;Proeven;0,357142857;2,6;1,17;3,16231844;3,066666667;high;#N/B;#N/B;#N/B;109;2,629672879;10;3;8;N;4,05;512,09;0,925;1059,14;1
lunchroom;1,83;3,42;2,42;1,25;0,67;0,67;Zien;0,268292683;3,42;1,71;3,972870523;4,133333333;high;#N/B;#N/B;#N/B;12;1,699249274;9;2;7;N;3,45;714,34;0,7;1188,86;0,99
lunchtijd;0,40;2,60;1,00;1,60;0,20;1,10;Zien;0,347826087;2,6;1,15;2,887500703;3,2;high;#N/B;#N/B;#N/B;103;2,392878009;9;2;7;N;3,2;672,79;0,9;1051,27;0,99
lus;0,36;3,18;0,00;0,00;2,45;0,00;Zien;0,53030303;3,18;1,00;3,610075567;4,333333333;high;5,97;high;van Loon;60;2,245564804;3;1;3;N;1;563,44;0,902439024;1005,43;0,99
lust;1,09;2,36;0,73;1,36;1,45;3,64;Sensaties;0,273504274;3,64;1,77;4,093331898;2,066666667;low;3,43;low;van Loon;805;3,150963593;4;1;4;N;1;498,05;1;933,52;0,99
lusteloos;0,83;1,92;0,00;0,00;0,25;3,17;Sensaties;0,513513514;3,17;1,03;3,402479342;1,933333333;low;3,95;low;de Deyne et al. 2019;8;2,386740063;9;3;8;ADJ;2,45;536,77;0,975;1020,24;0,99
lusten;0,75;1,25;1,33;2,17;0,50;2,00;Proeven;0,208333333;2,17;1,33;2,845583255;2,466666667;low;3,43;low;van Loon;260;3,141079203;6;2;5;WW;1;537,31;1;1023,6;1
luster;0,50;3,58;0,17;0,00;2,42;0,25;Zien;0,518072289;3,58;1,15;3,920736678;4,733333333;high;#N/B;#N/B;#N/B;5;1,286878198;6;2;6;N;1,6;643,12;0,756097561;1376,94;0,69
lustig;1,80;1,80;0,20;0,50;0,30;1,90;Sensaties;0,261538462;1,9;1,08;2,653478285;1,8;low;#N/B;#N/B;#N/B;9;2,451208639;6;2;6;ADJ;1,8;524,36;0,975;1011,03;0,98
lustoord;1,17;3,00;0,17;0,00;0,00;1,58;Zien;0,507042254;3;0,99;3,193277597;2,416666667;low;#N/B;#N/B;#N/B;0;1,371193875;8;2;7;N;2,7;668,22;0,725;1274,39;0,94
lyceum;0,45;3,18;0,00;0,00;0,00;0,27;Zien;0,813953488;3,18;0,65;3,185573797;3,25;high;#N/B;#N/B;#N/B;12;2,198091133;6;3;7;N;2,85;604,50;0,829268293;1141,61;0,98
lychee;0,11;4,89;3,22;4,56;4,11;0,44;Zien;0,275641026;4,89;2,89;6,799911714;4,785714286;high;#N/B;#N/B;#N/B;3;1,196258963;6;2;5;N;2,45;659,39;0,756097561;1390,93;0,89
lymfe;0,00;1,73;0,36;0,00;0,18;0,73;Zien;0,575757576;1,73;0,50;1,774965793;3,923076923;high;#N/B;#N/B;#N/B;0;1,443773202;5;2;5;N;2,4;584,52;0,87804878;1300,94;0,94
lynchen;1,30;2,50;0,00;0,00;2,50;1,10;Joint;0,337837838;2,5;1,23;3,264135667;3,615384615;high;#N/B;#N/B;#N/B;50;1,8065076;7;2;5;WW;2;535,25;0,829268293;1157,57;0,95
lynchpartij;2,00;3,22;0,00;0,00;0,89;1,00;Zien;0,453125;3,22;1,19;3,507677035;2,866666667;low;#N/B;#N/B;#N/B;31;1,355231525;11;3;9;N;4,7;700,12;0,775;1400,67;0,91
lynx;0,82;3,55;0,36;0,00;1,09;0,36;Zien;0,573529412;3,55;1,03;3,596225247;4,692307692;high;4,23;high;van Loon;31;1,943193151;4;1;5;N;1,95;554,99;0,829268293;1164,04;0,97
lyriek;3,09;1,45;0,00;0,09;0,18;1,18;Horen;0,515151515;3,09;1,00;3,247989694;1,357142857;low;#N/B;#N/B;#N/B;0;1,755458946;6;2;5;N;2,4;608,60;0,926829268;1150,03;0,89
lyrisch;3,09;1,00;0,00;0,00;0,00;2,09;Horen;0,5;3,09;1,03;3,410547526;1,8;low;#N/B;#N/B;#N/B;15;2,252562666;7;2;5;ADJ;1,95;572,69;0,951219512;1000,37;0,99
ma;2,60;3,40;0,80;0,00;0,80;1,40;Zien;0,377777778;3,4;1,50;3,92891073;3,2;high;6,33;high;van Loon;2371;1,801469714;2;1;2;N;1;521,84;0,975;1036,76;0,98
maag;1,55;1,27;0,18;0,55;0,91;2,73;Sensaties;0,35443038;2,73;1,20;2,998440907;4,533333333;high;5,43;high;van Loon;1030;2,857521742;4;1;3;N;1,1;487,60;0,975;1001,44;0,99
maagd;0,00;1,25;0,17;0,00;0,50;1,25;Joint;0,394736842;1,25;0,53;1,592133211;2,8;low;5,17;high;van Loon;981;2,97448507;5;1;4;N;1,9;465,69;1;955,2;1
maagdelijk;0,91;1,55;0,00;0,00;1,09;1,00;Zien;0,34;1,55;0,76;1,889022235;2,066666667;low;#N/B;#N/B;#N/B;40;2,308630264;10;3;8;ADJ;2,75;545,34;1;1089,59;0,99
maagdelijkheid;0,00;1,00;0,00;0,00;0,64;1,27;Sensaties;0,4375;1,27;0,48;1,491703649;1,933333333;low;#N/B;#N/B;#N/B;133;2,462501238;14;4;11;N;3,55;663,85;0,951219512;1180,82;0,99
maagdenvlies;0,10;1,60;0,10;0,00;2,00;1,10;Voelen;0,408163265;2;0,82;2,376919962;3,6;high;#N/B;#N/B;#N/B;23;2,118327035;12;3;9;N;4,25;590,97;0,975;1176,74;0,98
maagpijn;0,25;1,33;0,00;0,08;0,50;3,92;Sensaties;0,643835616;3,92;1,01;3,970498126;3,6;high;#N/B;#N/B;#N/B;33;3,005694595;8;2;6;N;2,8;500,52;0,975609756;987,65;1
maagzout;0,17;2,25;0,92;1,25;1,17;0,67;Zien;0,324675325;2,25;1,07;2,519993991;3,928571429;high;#N/B;#N/B;#N/B;5;1,730977838;8;2;6;N;2,9;601,44;0,9;1123,38;0,88
maagzuur;0,20;0,90;1,80;2,30;0,30;2,70;Sensaties;0,304878049;2,7;1,37;3,375077273;3,933333333;high;#N/B;#N/B;#N/B;50;3,194454613;8;2;6;N;2,95;587,86;1;966,72;1
maagzweer;0,00;0,67;0,17;0,33;0,58;2,50;Sensaties;0,588235294;2,5;0,71;2,528289779;3,733333333;high;#N/B;#N/B;#N/B;75;2,771076524;9;2;7;N;3,5;589,24;1;1006,73;1
maaien;3,45;3,45;1,64;0,00;1,55;0,00;Joint;0,342342342;3,45;1,68;4,490104495;4,066666667;high;6,67;high;van Loon;90;2,352681318;6;2;4;WW;1,15;576,60;0,95;1002,82;0,99
maaier;3,45;3,55;0,82;0,09;2,18;0,27;Zien;0,333333333;3,55;1,73;4,590723421;4,533333333;high;#N/B;#N/B;#N/B;11;2,203366641;6;2;5;N;1,55;572,00;0,853658537;1086,79;0,99
maaimachine;2,91;3,36;0,18;0,00;1,55;0,00;Zien;0,420454545;3,36;1,33;4,048831694;4,6;high;#N/B;#N/B;#N/B;5;1,226578075;11;4;9;N;2,55;576,48;0,825;1518,97;0,91
maal;0,58;2,33;0,83;1,50;0,25;0,25;Zien;0,362318841;2,33;0,96;2,565579504;2,666666667;low;5,07;high;van Loon;756;2,50132354;4;1;3;N;1;586,22;0,975;1055,4;1
maalteken;0,00;4,42;0,00;0,00;0,00;0,08;Zien;0,981481481;4,42;0,75;4,416676555;3,933333333;high;#N/B;#N/B;#N/B;0;1,791776541;9;3;7;N;2,2;674,26;0,707317073;1466,18;0,91
maaltijd;0,33;3,92;3,08;3,67;2,25;0,92;Zien;0,252941176;3,92;2,36;5,323781188;3,8;high;6,2;high;van Loon;672;3,14253614;8;2;6;N;2,25;507,41;1;1028,08;1
maan;0,00;4,40;0,00;0,00;0,40;0,60;Zien;0,814814815;4,4;0,90;4,404815664;4,933333333;high;6,87;high;van Loon;1841;2,527456049;4;1;3;N;1;500,59;1;967,05;0,99
maand;0,15;1,08;0,00;0,00;0,00;0,38;Zien;0,666666667;1,08;0,27;1,094048567;2,666666667;low;4,27;high;van Loon;4095;3,120068444;5;1;4;N;1,65;493,33;1;928,27;1
maandag;0,20;0,90;0,00;0,00;0,00;1,10;Sensaties;0,5;1,1;0,37;1,274041314;2,133333333;low;#N/B;#N/B;#N/B;1355;3,214608947;7;2;6;N;2;481,67;1;958,06;1
maandblad;0,42;3,83;0,17;0,00;1,92;0,00;Zien;0,605263158;3,83;1,06;3,98844078;3,933333333;high;#N/B;#N/B;#N/B;4;2,805302465;9;2;8;N;3,05;567,34;0,951219512;1090,41;1
maandelijks;0,08;0,67;0,00;0,00;0,00;0,50;Zien;0,533333333;0,67;0,21;0,75;2,133333333;low;#N/B;#N/B;#N/B;27;2,984261461;11;3;9;ADJ;3;530,46;1;1040,37;1
maandenlang;0,83;1,42;0,25;0,00;0,17;0,50;Zien;0,447368421;1,42;0,53;1,527939989;2,266666667;low;#N/B;#N/B;#N/B;101;2,013305671;11;3;8;ADJ;3,7;549,96;1;1237,47;0,98
maandstonden;0,00;3,33;0,67;0,00;0,50;2,75;Zien;0,459770115;3,33;1,21;3,876545805;4,066666667;high;#N/B;#N/B;#N/B;14;2,305955315;12;3;10;N;3,3;578,36;0,975;1487,65;0,91
maandverband;0,38;4,08;1,23;0,15;2,62;0,62;Zien;0,43220339;4,08;1,51;4,444783033;4,733333333;high;#N/B;#N/B;#N/B;11;2,66220879;12;3;11;N;3,85;564,34;1;1146,88;1
maanlicht;0,00;4,70;0,00;0,00;0,30;0,40;Zien;0,87037037;4,7;0,90;4,701372769;4,533333333;high;#N/B;#N/B;#N/B;181;2,79957712;9;2;7;N;2,75;545,08;1;1029,6;1
maanzaad;0,00;3,91;1,09;4,09;2,09;0,00;Proeven;0,365853659;4,09;1,86;5,175599019;4,714285714;high;#N/B;#N/B;#N/B;3;1,891428112;8;2;6;N;2,6;619,87;0,8;1216,17;0,98
maarschalk;1,00;3,00;0,00;0,00;0,00;0,25;Zien;0,705882353;3;0,71;3,037153709;3;high;#N/B;#N/B;#N/B;49;1,864598436;10;2;8;N;3,65;655,63;0,75;1223,46;0,95
maart;0,20;0,70;0,50;0,00;0,00;0,30;Zien;0,411764706;0,7;0,28;0,795284763;2,4;low;#N/B;#N/B;#N/B;367;3,164142963;5;1;4;N;1,05;513,30;1;967,29;1
maas;0,40;2,70;0,00;0,00;1,80;0,10;Zien;0,54;2,7;0,83;2,946457492;3,4;high;#N/B;#N/B;#N/B;19;1,352322178;4;1;3;N;1;650,21;0,731707317;1381,23;0,93
maat;0,36;1,91;0,18;0,09;0,55;0,27;Zien;0,540540541;1,91;0,56;1,930562254;2,666666667;low;4,57;high;van Loon;3025;2,658640346;4;1;3;N;1;498,35;1;983,27;1
maatbeker;0,00;3,82;0,00;0,00;2,00;0,00;Zien;0,65625;3,82;0,97;3,992975399;4,733333333;high;#N/B;#N/B;#N/B;6;2,607999842;9;3;8;N;2,8;610,64;0,875;1029,9;1
maatgevend;1,75;1,58;0,00;0,00;0,50;0,17;Horen;0,4375;1,75;0,67;2,114810892;1,928571429;low;#N/B;#N/B;#N/B;0;1,951434744;10;3;9;ADJ;2,7;645,42;0,804878049;1181,02;0,98
maatglas;0,08;3,23;0,08;0,00;2,31;0,23;Zien;0,545454545;3,23;0,99;3,583697742;4,4;high;#N/B;#N/B;#N/B;0;2,031756562;8;2;7;N;2,7;612,64;0,8;1267,53;0,96
maatkleding;0,00;3,92;0,00;0,00;1,83;0,08;Zien;0,671428571;3,92;0,97;4,046241911;3,666666667;high;#N/B;#N/B;#N/B;0;1,802830656;11;3;9;N;3,4;746,56;0,756097561;1164,19;0,98
maatpak;0,55;3,18;0,00;0,00;2,18;0,00;Zien;0,538461538;3,18;0,98;3,496897438;4,533333333;high;#N/B;#N/B;#N/B;13;2,629978942;7;2;6;N;2,65;563,73;0,926829268;1022,68;0,99
maatregel;2,00;2,20;0,00;0,00;0,30;0,60;Zien;0,431372549;2,2;0,85;2,663289127;2,133333333;low;#N/B;#N/B;#N/B;31;2,823457332;9;3;8;N;2,75;548,15;0,975609756;1011,29;1
maatschap;0,70;1,10;0,00;0,00;0,10;0,80;Zien;0,407407407;1,1;0,45;1,298024613;1,8;low;#N/B;#N/B;#N/B;6;0,64066174;9;2;7;N;2,8;537,06;0,9;1218,46;0,86
maatschappelijk;0,82;0,82;0,18;0,18;0,18;0,45;Joint;0,24137931;0,82;0,44;1,064827537;1,6;low;3,75;low;de Deyne et al. 2019;69;2,741031206;15;4;11;ADJ;4,05;548,64;1;1093,49;1
maatschappij;1,33;2,17;0,42;0,17;0,50;0,67;Zien;0,380952381;2,17;0,88;2,353739666;2;low;3,6;low;van Loon;568;3,199556729;12;3;8;N;3,75;531,39;1;1054,41;1
maatstaf;0,70;1,10;0,00;0,00;0,20;0,00;Zien;0,55;1,1;0,33;1,189255943;2,333333333;low;2,93;low;van Loon;21;2,182996556;8;2;7;N;2,9;601,49;0,975609756;1051,55;0,97
maatstok;0,27;3,55;0,00;0,00;2,64;0,00;Zien;0,549295775;3,55;1,08;3,977189856;4,266666667;high;#N/B;#N/B;#N/B;0;2,121635547;8;2;7;N;2,65;599,95;0,85;1129,18;0,98
maatwerk;0,27;2,73;0,00;0,00;1,00;0,00;Zien;0,681818182;2,73;0,67;2,772250779;2,866666667;low;#N/B;#N/B;#N/B;7;3,202808349;8;2;7;N;1,95;592,74;1;1028,12;1
macaber;1,00;2,75;0,00;0,63;1,00;2,88;Sensaties;0,348484848;2,88;1,38;3,603820212;2,769230769;low;#N/B;#N/B;#N/B;14;1,470042402;7;3;7;ADJ;2,75;668,98;0,775;1177,4;0,92
macaroni;0,00;4,00;2,80;4,50;1,10;0,00;Proeven;0,362903226;4,5;2,07;5,629520974;4,933333333;high;6,77;high;van Loon;101;2,084074286;8;4;8;N;3,2;595,86;0,95;1173,4;0,98
machete;0,60;3,40;0,00;0,00;2,30;0,00;Zien;0,53968254;3,4;1,05;3,725007132;4,769230769;high;#N/B;#N/B;#N/B;50;1,442972672;7;3;7;N;1,95;654,78;0,9;1351,37;0,85
machinaal;2,00;2,91;0,73;0,09;0,91;0,18;Zien;0,413333333;2,91;1,14;3,232029678;2,533333333;low;#N/B;#N/B;#N/B;9;2,237720234;9;3;7;ADJ;2,8;649,17;0,95;1151,05;0,98
